,index,country_code,geometry,area,samples,boundaries,coords
277,277,RUS,"POLYGON ((32.30451948418823 53.13272614197291, 32.69364301934604 53.35142080343218, 32.40559858575116 53.61804535584204, 31.73127282077451 53.79402944601202, 31.79142418796224 53.97463857687212, 31.38447228366374 54.15705638286238, 30.75753380709872 54.81177094178432, 30.97183597181314 55.08154775656404, 64.35164212096834 54.30834779862175, 69.06816694527288 55.38525014914353, 68.16910037625883 54.97039175070432, 65.66687000000002 54.60125000000011, 65.17853356309593 54.35422781027211, 61.43660000000017 54.00625000000002, 60.97806644068316 53.66499339457914, 61.69998619980061 52.97999644633427, 60.73999311711458 52.71998647725775, 45.80361800960184 53.56281070572038, 32.30451948418823 53.13272614197291))",45.494525405156494,"[[39.99811685232152, 55.59770192908049], [52.55342954570424, 53.73982120695415], [33.995916432508395, 54.50342841564763], [50.919482323362544, 54.06516255587555], [50.211042357177405, 55.76483777244011], [42.17121339195191, 54.67485286799022], [43.687653317600976, 54.00913750111278], [55.83385508663875, 55.217117148761965], [49.57961548864707, 53.89273064118909], [50.645999689561364, 54.16055005770951], [44.501906533957026, 55.06809197373243], [54.50661130731594, 54.68184556635757], [40.75098081965802, 54.97959445269217], [39.89126635190626, 55.43824597183596], [48.898287661121614, 54.35375545800395], [47.88507560207656, 53.801408428508005], [49.56517175724347, 55.00997332733028], [56.586243360920385, 54.25053585390438], [41.09252309610299, 54.812960123608946], [52.7235560785225, 54.84492154385613], [34.49127970362864, 54.16347023527126], [49.126132676318434, 54.30229648239358], [42.726315702091675, 55.13642797916017], [49.95123948376841, 54.19109194488253], [41.028359302466065, 54.05001819621786], [55.0334921187696, 54.63196375497508], [55.32907202657468, 54.0012249266334], [50.74297348065119, 53.81100226158579], [55.673509516062715, 53.55757591514393], [48.046273464096295, 53.89562926117834]]","[30.75753380709872, 52.71998647725775, 69.06816694527288, 55.38525014914353]",[]
278,278,RUS,"POLYGON ((97.25976000000014 49.72605000000004, 95.8140200000002 49.97746000000012, 94.81594933469873 50.01343333597085, 94.48696876487112 50.24334329195292, 97.25976000000014 49.72605000000004))",0.134198006822059,[],"[94.48696876487112, 49.72605000000004, 97.25976000000014, 50.24334329195292]",[]
279,279,RUS,"POLYGON ((93.1391330887194 50.49479617635862, 93.10421000000002 50.49529000000001, 93.06801895958451 50.50806326314773, 93.1391330887194 50.49479617635862))",0.00021410490539006208,[],"[93.0680189595845, 50.49479617635862, 93.1391330887194, 50.50806326314773]",[]
280,280,RUS,"POLYGON ((91.95506914938528 50.71569572526834, 90.71366743364068 50.33181183532109, 88.80556684769552 49.47052073831242, 87.75126427607671 49.29719798440549, 87.23943319779613 49.35393656977257, 86.82935672398963 49.82667470966817, 85.54126997268247 49.69285858824816, 85.11555952346203 50.11730296487764, 84.41637739455308 50.31139964456582, 83.93511478061885 50.88924551045358, 83.38300377801238 51.06918284769392, 78.65304097844695 52.43597778886269, 77.85156470985693 53.34685242656111, 91.95506914938528 50.71569572526834))",18.112669943474746,"[[79.92985957832421, 52.93592795255485], [79.90685628511034, 52.69472127183556], [82.40761184870246, 51.92849841709066], [82.17282530058783, 51.93532402992738], [87.0658429960749, 50.09764195341812], [82.33228229253083, 51.97459076886873], [86.72274586485221, 50.09589804934614], [88.60837803944618, 50.581128695935696], [82.81157681276787, 52.500727466417736], [82.27235265314428, 52.5361251893297], [81.8102441536736, 52.306141646481066], [83.53082144313856, 52.52416406136752]]","[77.85156470985693, 49.29719798440549, 91.95506914938528, 53.34685242656111]",[]
281,281,RUS,"POLYGON ((83.38300377801238 51.06918284769392, 81.94598554883993 50.81219594990637, 80.56844689323549 51.38833649352847, 80.03555952344169 50.86475088154725, 78.65304097844695 52.43597778886269, 83.38300377801238 51.06918284769392))",2.540212440741607,"[[80.0523521861188, 51.65060988929061], [81.8669026115304, 51.05996265874263]]","[78.65304097844695, 50.81219594990637, 83.38300377801238, 52.43597778886269]",[]
282,282,RUS,"POLYGON ((75.17823575868603 53.84558998606575, 74.56888819036837 53.61615607064939, 73.49207927215457 53.92731644217604, 73.5085160663844 54.0356167669766, 72.22415001820218 54.37665538188674, 72.06526181956676 54.33961712165443, 71.21832073921611 54.58435367311264, 75.17823575868603 53.84558998606575))",0.5478216369031974,[],"[71.21832073921611, 53.61615607064939, 75.17823575868603, 54.58435367311264]",[]
283,283,RUS,"POLYGON ((74.56888819036837 53.61615607064939, 74.38482000000016 53.54685000000012, 73.42567874542044 53.48981028910976, 73.49207927215457 53.92731644217604, 74.56888819036837 53.61615607064939))",0.27387342757658106,[],"[73.42567874542044, 53.48981028910976, 74.56888819036837, 53.92731644217604]",[]
284,284,RUS,"POLYGON ((30.87390913262001 55.55097646750341, 29.89629438652236 55.78946320253041, 29.37157189303067 55.67009064393618, 29.22951338066031 55.91834422466636, 28.17670942557794 56.16912995057879, 27.85528201672253 56.75932648378429, 27.77001590344093 57.24425812441123, 27.28818484875151 57.47452830670383, 27.71668582531572 57.79189911562436, 27.42015000000015 58.72457000000014, 39.92189565428659 57.51631657774025, 30.87390913262001 55.55097646750341))",21.268746538970426,"[[31.72066256138095, 56.26079997390221], [36.808314798795756, 57.15380041279522], [34.87393713695026, 57.825126674753584], [35.53616228795339, 57.68610870903343], [31.799191820616624, 56.28466330040091], [37.61920774065154, 57.12061379913077], [35.665557475449184, 57.227762391060175]]","[27.28818484875151, 55.55097646750341, 39.92189565428659, 58.72457000000014]",[]
285,285,RUS,"POLYGON ((28.13169925305175 59.30082510033093, 27.98112000000003 59.47537000000011, 66.94974060216894 58.5996331391612, 63.0840904292501 58.22163204356361, 28.13169925305175 59.30082510033093))",12.026865577870536,"[[59.09323181063308, 59.41764406557313]]","[27.98112000000003, 58.22163204356361, 66.94974060216894, 59.47537000000011]",[]
286,286,RUS,"POLYGON ((102.06521 51.25991000000005, 100.8894804219626 51.51685578063832, 100.8847906878865 51.51746101957438, 99.44800174163008 51.83094831533784, 98.86149051310034 52.04736603454669, 98.7889189173162 51.9747509892216, 68.594914501375 58.56266135510106, 74.18340396852594 58.43707194117857, 102.06521 51.25991000000005))",18.274522752486504,"[[90.93991830302643, 55.03369052404926], [90.86024834456202, 55.02960663234496], [90.55300747795172, 55.01044166761729], [100.35146456594332, 51.91672954278166]]","[68.594914501375, 51.25991000000005, 102.06521, 58.56266135510106]",[]
287,287,RUS,"POLYGON ((74.77725766470046 68.76479303111701, 74.9358400000001 68.98918000000009, 73.84235999999999 69.07146000000006, 73.60187000000019 69.62763000000001, 74.39980000000003 70.63175000000001, 73.10109999999997 71.4471700000002, 74.89082000000019 72.12119000000013, 74.65926000000007 72.83227000000005, 75.57195538715654 72.41825170867114, 75.68351000000013 72.30056000000013, 75.28898000000009 71.3355600000001, 76.35911000000004 71.15287000000018, 75.90313000000015 71.87401000000006, 95.22796304538122 62.05651247013926, 74.77725766470046 68.76479303111701))",40.20480019023711,[],"[73.10109999999997, 62.05651247013926, 95.22796304538122, 72.83227000000005]",[]
288,288,RUS,"POLYGON ((30.21765 65.80598000000001, 29.05458865735233 66.94428620062206, 33.85729579723544 66.33026841567097, 34.81477000000012 65.90015000000017, 34.87857425307874 65.43621287704821, 34.88699397670493 65.30452945687556, 30.21765 65.80598000000001))",4.784859233728139,[],"[29.05458865735233, 65.30452945687556, 34.88699397670493, 66.94428620062206]",[]
289,289,RUS,"POLYGON ((37.05573180388527 65.07162419935766, 37.17604000000006 65.14322000000016, 37.73915691432979 64.99822975796995, 37.05573180388527 65.07162419935766))",0.028880160404835112,[],"[37.05573180388527, 64.99822975796995, 37.73915691432979, 65.14322000000016]",[]
290,290,RUS,"POLYGON ((40.08391838384748 65.14716066627872, 39.76260000000019 65.49682000000001, 41.92818303073676 66.40692631932934, 40.08391838384748 65.14716066627872))",0.5248251056507925,[],"[39.76260000000019, 65.14716066627872, 41.92818303073676, 66.40692631932934]",[]
291,291,RUS,"POLYGON ((110.2139816570537 74.08809884517139, 110.64 74.04000000000002, 112.11919 73.78774000000016, 113.0195400000002 73.97693000000015, 113.5295800000002 73.33505000000014, 112.9547140975723 64.54022272934958, 111.5407720567415 65.86845170902258, 110.2139816570537 74.08809884517139))",20.30120842596525,[],"[110.2139816570537, 64.54022272934958, 113.5295800000002, 74.08809884517139]",[]
292,292,RUS,"POLYGON ((113.8879401728072 63.66356874925777, 125.9463489116462 52.79279857035698, 125.0682112977104 53.16104482686886, 113.8879401728072 63.66356874925777))",2.552784154488357,[],"[113.8879401728072, 52.79279857035698, 125.9463489116462, 63.66356874925777]",[]
293,293,RUS,"POLYGON ((88.31571000000008 75.14393000000007, 90.26000000000005 75.64000000000004, 92.90057999999999 75.7733300000001, 93.23421000000008 76.04720000000009, 99.46965863861823 73.39881028091705, 99.09944139422139 72.79331366732767, 88.31571000000008 75.14393000000007))",13.031579388744644,[],"[88.31571000000008, 72.79331366732767, 99.46965863861823, 76.04720000000009]",[]
294,294,RUS,"POLYGON ((113.5295800000002 73.33505000000014, 113.96881 73.59488000000005, 115.56782 73.75285000000008, 118.7763300000001 73.58771999999999, 119.02 73.12000000000006, 118.6817538924181 69.50291554202616, 113.5295800000002 73.33505000000014))",12.235403169241536,[],"[113.5295800000002, 69.50291554202616, 119.02, 73.75285000000008]",[]
295,295,RUS,"POLYGON ((126.97644 73.56549000000012, 128.59126 73.03871000000009, 129.05157 72.39872000000008, 128.46 71.98000000000002, 126.2389583643105 60.61736456755983, 123.2590337544486 62.19218227601401, 126.97644 73.56549000000012))",31.23726930243637,[],"[123.2590337544486, 60.61736456755983, 129.05157, 73.56549000000012]",[]
296,296,RUS,"POLYGON ((129.6690345700265 63.82317443050965, 137.4288666561133 56.14669851380688, 135.7492873427613 55.11305528029171, 130.5476232058675 57.89572253826541, 129.6690345700265 63.82317443050965))",24.65097108950192,[],"[129.6690345700265, 55.11305528029171, 137.4288666561133, 63.82317443050965]",[]
297,297,RUS,"POLYGON ((136.70171 54.60355000000015, 137.1934200000001 53.97732000000002, 138.1647 53.7550100000002, 138.80463 54.25455000000005, 139.3757015222681 54.22077656111021, 141.37923 52.23877000000005, 140.5974200000002 51.2396700000001, 140.5130799999999 50.04553000000016, 140.0619300000002 48.44671000000011, 138.5547200000002 46.99964999999997, 136.4068732141523 49.720663008866, 133.7696439963129 46.11692698829901, 134.1123500000001 47.21248000000008, 134.50081 47.57845000000009, 135.0263114767866 48.47822988544387, 132.8920929953767 49.26578775100568, 132.8809245626841 54.36062841405572, 136.70171 54.60355000000015))",45.00841457744022,"[[134.4070906557229, 47.44467536530255], [133.18560209137118, 52.01696023962371], [134.53636781337755, 51.850369480992924], [135.3948721321984, 48.43509826206611], [135.81977760773262, 49.30809518912574], [134.01738931902202, 51.66172675100744], [134.51336923860094, 47.56578354635181], [133.9465681493111, 46.630318611492406], [134.82269484278876, 48.65371233417528], [139.49216752740125, 49.70509376252373], [134.184563235503, 47.06100869846667], [140.0897287598512, 49.22057187680138], [134.77544829892997, 48.61882326587902], [133.9095410668308, 50.428885562062426], [134.1284163471595, 51.8019916067005]]","[132.8809245626841, 46.11692698829901, 141.37923, 54.60355000000015]",[]
298,298,RUS,"POLYGON ((138.5547200000002 46.99964999999997, 138.21971 46.30795000000001, 136.8623200000001 45.14350000000013, 135.5153500000001 43.98900000000009, 134.8693900000002 43.39821000000006, 133.5368700000002 42.8114700000001, 132.9062700000001 42.79849000000013, 132.9010654922948 45.17269399240858, 133.0971200000001 45.14409000000006, 133.7696439963129 46.11692698829901, 136.4068732141523 49.720663008866, 138.5547200000002 46.99964999999997))",19.173511821593962,"[[133.319438964962, 45.296118617203994], [133.67772491161477, 45.7378077950443], [133.14489173599156, 45.02937252070082], [133.5997828476643, 44.92560814982193], [136.42964645898635, 49.017354649736276], [133.58812622707495, 45.25641245806799]]","[132.9010654922948, 42.79849000000013, 138.5547200000002, 49.720663008866]",[]
299,299,RUS,"POLYGON ((128.46 71.98000000000002, 129.7159900000001 71.19304000000011, 131.2885800000003 70.78699000000012, 137.5648949167627 64.40286289485915, 149.78371 59.65573000000018, 148.54481 59.16448000000003, 145.48722 59.33637000000004, 136.1636505639987 63.04139858768565, 128.46 71.98000000000002))",38.37735496128028,[],"[128.46, 59.16448000000003, 149.78371, 71.98000000000002]",[]
300,300,RUS,"POLYGON ((137.49755 71.34763000000009, 138.2340900000002 71.62803000000002, 139.8698300000001 71.48783000000014, 142.3370288725334 65.58999386764475, 152.81185 58.88385000000005, 151.2657300000002 58.78089, 151.33815 59.50396000000006, 149.9996380830743 59.63464754897716, 139.762333926665 66.53791862105817, 137.49755 71.34763000000009))",22.336578127221337,[],"[137.49755, 58.78089, 152.81185, 71.62803000000002]",[]
301,301,RUS,"POLYGON ((139.8698300000001 71.48783000000014, 139.14791 72.41619000000014, 140.46817 72.84941000000015, 149.5 72.20000000000005, 148.7171748632954 67.17713894503061, 155.5810820340449 60.67112405636789, 146.9332323419978 66.66136834249642, 139.8698300000001 71.48783000000014))",44.718919348155524,[],"[139.14791, 60.67112405636789, 155.5810820340449, 72.84941000000015]",[]
302,302,RUS,"POLYGON ((178.5630406425848 64.54308173599563, 177.41128 64.60821000000004, 177.8737941592 64.33519061853023, 167.9570914338184 61.3441062084546, 166.2200983841947 61.10861989111103, 161.87204 60.34300000000007, 163.6696899999999 61.1409000000001, 164.47355 62.55061000000001, 163.2584200000001 62.46627000000012, 162.65791 61.64250000000004, 160.12148 60.54423000000008, 166.2290608685656 64.65973749324461, 179.99281 64.97433000000001, 178.5630406425848 64.54308173599563))",34.50308878710697,[],"[160.12148, 60.34300000000007, 179.99281, 64.97433000000001]",[]
303,303,RUS,"POLYGON ((167.9570914338184 61.3441062084546, 164.8767399999999 59.73160000000001, 163.5392900000001 59.86871000000002, 163.2171100000002 59.21101000000004, 162.01733 58.24328000000003, 162.05297 57.83911999999998, 163.19191 57.6150300000001, 163.0579400000001 56.15924000000012, 162.1295800000001 56.12219000000005, 161.70146 55.28568000000018, 162.1174900000001 54.85514000000001, 160.3687700000003 54.34433000000007, 157.6392127731358 57.95136257234856, 158.3643300000001 58.05575000000005, 160.1506400000001 59.31477000000007, 161.87204 60.34300000000007, 166.2200983841947 61.10861989111103, 167.9570914338184 61.3441062084546))",22.56910075930722,[],"[157.6392127731358, 54.34433000000007, 167.9570914338184, 61.3441062084546]",[]
304,304,RUS,"POLYGON ((43.75599000000011 42.74083000000007, 42.39440000000013 43.22030000000007, 40.92219000000011 43.38215000000014, 40.07696495947977 43.55310415300232, 44.39221942536058 49.91290512562074, 47.47277872750959 50.40765103348719, 43.95002401812624 48.24686041496, 43.75599000000011 42.74083000000007))",14.581011408428688,"[[43.15646942640164, 47.040969028887595], [43.73068576481005, 47.293186828936335], [44.307279369120174, 48.78900873307972], [45.928183466101736, 49.68048437587083], [44.503129830044784, 49.41062194142825], [43.50738729176831, 43.93006975140095], [43.27957914847166, 44.49827267939991]]","[40.07696495947977, 42.74083000000007, 47.47277872750959, 50.40765103348719]",[]
305,305,RUS,"POLYGON ((40.07696495947977 43.55310415300232, 43.24788604435106 49.18164047677982, 35.15855772420187 51.04133115896499, 35.02218305841791 51.2075723333715, 34.22481570815427 51.25599315042888, 34.14197838719053 51.56641347920635, 34.39173058445709 51.76888174092591, 33.84595781673635 52.25244629935484, 58.45661179931948 52.55688613803903, 55.58493341661919 50.66680950345509, 54.53287845237622 51.02623973245932, 52.32872358583097 51.71865224873812, 50.76664839051216 51.6927623561599, 48.70238162618102 50.60512848571284, 47.59741222987139 50.42766750102721, 47.54948042174931 50.45469839131113, 47.47277872750959 50.40765103348719, 44.39221942536058 49.91290512562074, 40.07696495947977 43.55310415300232))",44.22528205357162,"[[48.297845790351694, 51.77596254777556], [37.725054837851694, 51.50961554786912], [42.58885062867959, 50.529484575321305], [39.37051880157945, 52.29389626034047], [47.42525221786853, 52.36865629245124], [44.33080243894771, 51.342205876234374], [43.38159444669078, 48.73153954915427], [48.55471925994687, 52.16126910545644], [38.33454367747048, 50.92423280922921], [50.6732479809151, 52.191809736708], [50.016063017360416, 51.32059989936696], [47.744560490109656, 51.54211817955773], [51.32147907449371, 52.98557350313447], [47.4891827556002, 51.810758914716615], [40.977774446228686, 50.37490221494967], [49.55552489071618, 52.90268290428788], [51.6170761306044, 52.4054674953158], [37.0703829395282, 51.55629138508917], [56.006236400387294, 52.271425571979044], [47.53582661735598, 51.7518245141166], [47.73412398455947, 51.44180306641498], [38.739666696624916, 50.8653190188911], [37.23339062208194, 52.09436413731156], [45.43559128066704, 52.28076845036884], [50.10926531893918, 52.66344696501654], [42.583456217106104, 52.05754177494838], [44.99373170828584, 52.81771899706202], [51.11271085746623, 52.39717926543958], [49.551921739889266, 51.13940828074802], [48.75653233016298, 52.58422773116948]]","[33.84595781673635, 43.55310415300232, 58.45661179931948, 52.55688613803903]",[]
